TimeStample,Qi
2013-01-01 02:00:00,0.018200532
2013-01-01 05:00:00,0.018195511
2013-01-01 08:00:00,0.030094894
2013-01-01 11:00:00,0.123196264
2013-01-01 14:00:00,0.133177687
2013-01-01 17:00:00,0.030295727
2013-01-01 20:00:00,0.178721695
2013-01-01 23:00:00,0.146066175
2013-01-02 02:00:00,0.106522067
2013-01-02 05:00:00,0.01818547
2013-01-02 08:00:00,0.105030878
2013-01-02 11:00:00,0.070844003
2013-01-02 14:00:00,0.041557463
2013-01-02 17:00:00,0.127599538
2013-01-02 20:00:00,0.170773711
2013-01-02 23:00:00,0.10654215
2013-01-03 02:00:00,0.105753879
2013-01-03 05:00:00,0.064753728
2013-01-03 08:00:00,0.036873023
2013-01-03 11:00:00,0.18883366
2013-01-03 14:00:00,0.226670683
2013-01-03 17:00:00,0.070151127
2013-01-03 20:00:00,0.414871718
2013-01-03 23:00:00,0.335186022
2013-01-04 02:00:00,0.068022293
2013-01-04 05:00:00,0.018215595
2013-01-04 08:00:00,0.026233871
2013-01-04 11:00:00,0.137164232
2013-01-04 14:00:00,0.168971231
2013-01-04 17:00:00,0.164311894
2013-01-04 20:00:00,0.137821961
2013-01-04 23:00:00,0.224376161
2013-01-05 02:00:00,0.035256314
2013-01-05 05:00:00,0.018240699
2013-01-05 08:00:00,0.018250741
2013-01-05 11:00:00,0.235381835
2013-01-05 14:00:00,0.201606668
2013-01-05 17:00:00,0.035457147
2013-01-05 20:00:00,0.12581212
2013-01-05 23:00:00,0.082457197
2013-01-06 02:00:00,0.025079078
2013-01-06 05:00:00,0.018331074
2013-01-06 08:00:00,0.028508309
2013-01-06 11:00:00,0.141672943
2013-01-06 14:00:00,0.170311794
2013-01-06 17:00:00,0.084540845
2013-01-06 20:00:00,0.172766983
2013-01-06 23:00:00,0.117311844
2013-01-07 02:00:00,0.028493247
2013-01-07 05:00:00,0.060275142
2013-01-07 08:00:00,0.018386303
2013-01-07 11:00:00,0.185012803
2013-01-07 14:00:00,0.101666918
2013-01-07 17:00:00,0.053873575
2013-01-07 20:00:00,0.033232917
2013-01-07 23:00:00,0.020675805
2013-01-08 02:00:00,0.018431491
2013-01-08 05:00:00,0.018446553
2013-01-08 08:00:00,0.018461616
2013-01-08 11:00:00,0.023422202
2013-01-08 14:00:00,0.008249234
2013-01-08 17:00:00,0.015981322
2013-01-08 20:00:00,0.021363659
2013-01-08 23:00:00,0.015765427
2013-01-09 02:00:00,0.006416629
2013-01-09 05:00:00,0.018491741
2013-01-09 08:00:00,0.018516845
2013-01-09 11:00:00,0.053753075
2013-01-09 14:00:00,0.035502335
2013-01-09 17:00:00,0.018416428
2013-01-09 20:00:00,0.021956118
2013-01-09 23:00:00,0.020088367
2013-01-10 02:00:00,0.04471557
2013-01-10 05:00:00,0.049410052
2013-01-10 08:00:00,0.018531907
2013-01-10 11:00:00,0.037109002
2013-01-10 14:00:00,0.073178692
2013-01-10 17:00:00,0.031053874
2013-01-10 20:00:00,0.022297535
2013-01-10 23:00:00,0.067555355
2013-01-11 02:00:00,0.043771652
2013-01-11 05:00:00,0.018466637
2013-01-11 08:00:00,0.037073857
2013-01-11 11:00:00,0.018501782
2013-01-11 14:00:00,0.018501782
2013-01-11 17:00:00,0.030421248
2013-01-11 20:00:00,0.026535121
2013-01-11 23:00:00,0.020434804
2013-01-12 02:00:00,0.04610132
2013-01-12 05:00:00,0.055721243
2013-01-12 08:00:00,0.037134107
2013-01-12 11:00:00,0.032906562
2013-01-12 14:00:00,0.045830195
2013-01-12 17:00:00,0.030556811
2013-01-12 20:00:00,0.039925692
2013-01-12 23:00:00,0.119139429
2013-01-13 02:00:00,0.017748657
2013-01-13 05:00:00,0.01860722
2013-01-13 08:00:00,0.018622282
2013-01-13 11:00:00,0.025651454
2013-01-13 14:00:00,0.023331827
2013-01-13 17:00:00,0.025887433
2013-01-13 20:00:00,0.018044886
2013-01-13 23:00:00,0.01416378
2013-01-14 02:00:00,0.029728373
2013-01-14 05:00:00,0.022237285
2013-01-14 08:00:00,0.029688206
2013-01-14 11:00:00,0.050288698
2013-01-14 14:00:00,0.023859015
2013-01-14 17:00:00,0.021890847
2013-01-14 20:00:00,0.021454034
2013-01-14 23:00:00,0.035366772
2013-01-15 02:00:00,0.018612241
2013-01-15 05:00:00,0.018622282
2013-01-15 08:00:00,0.055831702
2013-01-15 11:00:00,0.026007933
2013-01-15 14:00:00,0.010192298
2013-01-15 17:00:00,0.010232465
2013-01-15 20:00:00,0.031761812
2013-01-15 23:00:00,0.019435658
2013-01-16 02:00:00,0.045097153
2013-01-16 05:00:00,0.037189336
2013-01-16 08:00:00,0.027574434
2013-01-16 11:00:00,0.008565547
2013-01-16 14:00:00,0.012577195
2013-01-16 17:00:00,0.024823016
2013-01-16 20:00:00,0.017362053
2013-01-16 23:00:00,0.075588693
2013-01-17 02:00:00,0.033775167
2013-01-17 05:00:00,0.018687553
2013-01-17 08:00:00,0.035617814
2013-01-17 11:00:00,0.013541196
2013-01-17 14:00:00,0.071416378
2013-01-17 17:00:00,0.022413014
2013-01-17 20:00:00,0.023146056
2013-01-17 23:00:00,0.146367425
2013-01-18 02:00:00,0.022458202
2013-01-18 05:00:00,0.018833158
2013-01-18 08:00:00,0.018863283
2013-01-18 11:00:00,0.036426169
2013-01-18 14:00:00,0.03535171
2013-01-18 17:00:00,0.038027815
2013-01-18 20:00:00,0.031942562
2013-01-18 23:00:00,0.020183763
2013-01-19 02:00:00,0.032816187
2013-01-19 05:00:00,0.056077723
2013-01-19 08:00:00,0.018918512
2013-01-19 11:00:00,0.027107496
2013-01-19 14:00:00,0.015705176
2013-01-19 17:00:00,0.022674098
2013-01-19 20:00:00,0.020555305
2013-01-19 23:00:00,0.021900889
2013-01-20 02:00:00,0.024014661
2013-01-20 05:00:00,0.018732741
2013-01-20 08:00:00,0.013034091
2013-01-20 11:00:00,0.019054074
2013-01-20 14:00:00,0.019696741
2013-01-20 17:00:00,0.015293468
2013-01-20 20:00:00,0.020359492
2013-01-20 23:00:00,0.009509464
2013-01-21 02:00:00,0.018843199
2013-01-21 05:00:00,0.01884822
2013-01-21 08:00:00,0.018878345
2013-01-21 11:00:00,0.011472611
2013-01-21 14:00:00,0.001762314
2013-01-21 17:00:00,0.011527841
2013-01-21 20:00:00,0.00486017
2013-01-21 23:00:00,0.010699403
2013-01-22 02:00:00,0.027002059
2013-01-22 05:00:00,0.01884822
2013-01-22 08:00:00,0.015444093
2013-01-22 11:00:00,0.010558819
2013-01-22 14:00:00,0.005568108
2013-01-22 17:00:00,0.018049907
2013-01-22 20:00:00,0.021117638
2013-01-22 23:00:00,0.003735502
2013-01-23 02:00:00,0.018933574
2013-01-23 05:00:00,0.018943616
2013-01-23 08:00:00,0.018963699
2013-01-23 11:00:00,0.013485967
2013-01-23 14:00:00,0.015393885
2013-01-23 17:00:00,0.027709996
2013-01-23 20:00:00,0.020254054
2013-01-23 23:00:00,0.028774414
2013-01-24 02:00:00,0.007345484
2013-01-24 05:00:00,0.020148617
2013-01-24 08:00:00,0.020153638
2013-01-24 11:00:00,0.016714365
2013-01-24 14:00:00,0.007516192
2013-01-24 17:00:00,0.005628358
2013-01-24 20:00:00,0.066782146
2013-01-24 23:00:00,0.010122006
2013-01-25 02:00:00,0.018411407
2013-01-25 05:00:00,0.018421449
2013-01-25 08:00:00,0.018431491
2013-01-25 11:00:00,0.017613094
2013-01-25 14:00:00,0.012165487
2013-01-25 17:00:00,0.01920972
2013-01-25 20:00:00,0.008460109
2013-01-25 23:00:00,0.016533615
2013-01-26 02:00:00,0.032484812
2013-01-26 05:00:00,0.051087011
2013-01-26 08:00:00,0.018572074
2013-01-26 11:00:00,0.020223929
2013-01-26 14:00:00,0.076999548
2013-01-26 17:00:00,0.016463323
2013-01-26 20:00:00,0.043425215
2013-01-26 23:00:00,0.015373801
2013-01-27 02:00:00,0.037164232
2013-01-27 05:00:00,0.018567053
2013-01-27 08:00:00,0.018587137
2013-01-27 11:00:00,0.018587137
2013-01-27 14:00:00,0.018541949
2013-01-27 17:00:00,0.010784757
2013-01-27 20:00:00,0.044103028
2013-01-27 23:00:00,0.043641111
2013-01-28 02:00:00,0.064080936
2013-01-28 05:00:00,0.032580208
2013-01-28 08:00:00,0.037249586
2013-01-28 11:00:00,0.024863182
2013-01-28 14:00:00,0.020575388
2013-01-28 17:00:00,0.017336948
2013-01-28 20:00:00,0.01656876
2013-01-28 23:00:00,0.030029623
2013-01-29 02:00:00,0.030155144
2013-01-29 05:00:00,0.018722699
2013-01-29 08:00:00,0.018742783
2013-01-29 11:00:00,0.02472762
2013-01-29 14:00:00,0.014359592
2013-01-29 17:00:00,0.021920972
2013-01-29 20:00:00,0.019219762
2013-01-29 23:00:00,0.03631571
2013-01-30 02:00:00,0.019013908
2013-01-30 05:00:00,0.018913491
2013-01-30 08:00:00,0.011919466
2013-01-30 11:00:00,0.035301501
2013-01-30 14:00:00,0.032750916
2013-01-30 17:00:00,0.026344329
2013-01-30 20:00:00,0.009504443
2013-01-30 23:00:00,0.076221318
2013-01-31 02:00:00,0.052527991
2013-01-31 05:00:00,0.065838229
2013-01-31 08:00:00,0.019355325
2013-01-31 11:00:00,0.019360345
2013-01-31 14:00:00,0.005432545
2013-01-31 17:00:00,0.006938796
2013-01-31 20:00:00,0.013972988
2013-01-31 23:00:00,0.055294472
2013-02-01 02:00:00,0.019355325
2013-02-01 05:00:00,0.033278104
2013-02-01 08:00:00,0.019315158
2013-02-01 11:00:00,0.011256715
2013-02-01 14:00:00,0.046347341
2013-02-01 17:00:00,0.009855902
2013-02-01 20:00:00,0.009213235
2013-02-01 23:00:00,0.011091028
2013-02-02 02:00:00,0.037977607
2013-02-02 05:00:00,0.033293167
2013-02-02 08:00:00,0.019350304
2013-02-02 11:00:00,0.01938545
2013-02-02 14:00:00,0.005427524
2013-02-02 17:00:00,0.019365366
2013-02-02 20:00:00,0.051885324
2013-02-02 23:00:00,0.182070593
2013-02-03 02:00:00,0.065863333
2013-02-03 05:00:00,0.019365366
2013-02-03 08:00:00,0.019375408
2013-02-03 11:00:00,0.089094743
2013-02-03 14:00:00,0.051895366
2013-02-03 17:00:00,0.033348396
2013-02-03 20:00:00,0.140262088
2013-02-03 23:00:00,0.149565698
2013-02-04 02:00:00,0.019395491
2013-02-04 05:00:00,0.005442587
2013-02-04 08:00:00,0.019049054
2013-02-04 11:00:00,0.032821208
2013-02-04 14:00:00,0.1861927
2013-02-04 17:00:00,0.069940252
2013-02-04 20:00:00,0.069935231
2013-02-04 23:00:00,0.167675855
2013-02-05 02:00:00,0.088688055
2013-02-05 05:00:00,0.018928553
2013-02-05 08:00:00,0.01890847
2013-02-05 11:00:00,0.018863283
2013-02-05 14:00:00,0.069980419
2013-02-05 17:00:00,0.018843199
2013-02-05 20:00:00,0.074027213
2013-02-05 23:00:00,0.138730733
2013-02-06 02:00:00,0.083933323
2013-02-06 05:00:00,0.037445398
2013-02-06 08:00:00,0.042611839
2013-02-06 11:00:00,0.079866446
